ID,Tweets,Label,Remarks
1.01E+18,"@Airtel_Presence #OneWordReview #pathetic
In spite of making multiple calls to #CustomerService , my #dth connectio… https://t.co/9mDRUGkUoX",NNW,
1.01E+18,"Wow. @Airtel_Presence's ""4G"" is nothing but a sham. Given up complaining about it. Have no other option but to ditc… https://t.co/rbgBWK3SkJ",NNW,
1.01E+18,@Airtel_Presence  such a pathetic service of yours regarding internet connectivity and data speed in Faizabad in U.… https://t.co/e5GuDl8SLj,NNW,
1.01E+18,@Airtel_Presence  I have done a recharge of 96 rupees with benefits of 6GB of data but I got only 2GB data with a v… https://t.co/U70lYxoJUL,NSC,
1.01E+18,"@Airtel_Presence Hey Airtel, little rains and the signal goes off. Thanks for screwing it up during the… https://t.co/2pLMwbhN6U",NNW,
1.01E+18,@Airtel_Presence @airtelindia this cover pic of yours is a bogus in Faizabad (u.p) kindly do send someone and check… https://t.co/kE7Lpj1wT8,NNW,
1.01E+18,@Airtel_Presence @DoT_India  Facing Frequent failed calls due network breakdown. Kindly return my money debited on… https://t.co/KxakXk6jl6,NNW,
1.01E+18,@Airtel_Presence @airtelindia : Hey dude... how abt this being ur signal strength in Banjara Hills road number:4 be… https://t.co/JvoADAnGXB,NSC,
1.01E+18,RT @madhusudhananj: First @ACTFibernet fucks it up as usual on a weekend. Now @Airtel_Presence data doesn't work. All this means one thing…,NSC,
1.01E+18,RT @unconsulting: 48 hours gone and a simple postpaid to prepaid transfer not actioned. Is this your way of making me feel remorse @airteli…,NSC,
1.01E+18,Hi.. This is in regards to my number 9799933218 which is not showing network. The customer care said they were unab… https://t.co/oyQHRgr2l5,NNW,
1.01E+18,RT @saffrontrail: PSA- please DO NOT go with Airtel DTH at any cost. No connection since 13 days and no resolution despite wasting time cal…,NSC,
1.01E+18,@Airtel_Presence @airtelindia : Ur Internet is pathetic everywhere... calls will be dropped all of sudden... Disgus… https://t.co/ourbkTk93w,NNW,
1.01E+18,"@Airtel_Presence Hello Airtel.. I want to know what is the problem in 
Your network in Bangalore. Where many people… https://t.co/tvLUK2F7jD",NNW,
1.01E+18,RT @saffrontrail: @Airtel_Presence your airtel digital team has the worst customer care and engineers. Bad enough to want to get the servic…,NNW,
1.01E+18,@Airtel_Presence In future I willnot buy any product from Airtel nor I will recommend it to anyone. Worst service.,NSC,
1.01E+18,@Airtel_Presence my friend's number is 9650254161 and it has a working OUTGOING but is having a incoming problem an… https://t.co/r1yJCsapAA,NNW,
1.01E+18,@JioCare @reliancejio bored with your network connectivity at pin:-848208 made complaint 3 months ago yet no resolu… https://t.co/U4pU2A9jhv,NNW,
1.01E+18,@Airtel_Presence what a scrap service...no one is picking up a call for DTH talk.....my ears were paining bcoz of ur dirty ringtone,NSC,
1.01E+18,"@Airtel_Presence I paid my broadband installation charges, yet no one came to install it. I was told that it will be installed today itself.",NSC,
1.01E+18,"RT @saffrontrail: As long as the connection works, it's fine. The day things go wrong, all you can do is rip off the set top box and the wi…",NSC,
1.01E+18,RT @saffrontrail: PSA- please DO NOT go with Airtel DTH at any cost. No connection since 13 days and no resolution despite wasting time cal…,NNW,
1.01E+18,RT @saffrontrail: @Airtel_Presence your airtel digital team has the worst customer care and engineers. Bad enough to want to get the servic…,NNW,
1.01E+18,RT @vivek83srivast1: How and Why @Airtel_Presence @airtelindia is showing that the airtel is fastest network even that is worst network in…,NNW,
1.01E+18,@Airtel_Presence @DoT_India  Facing network issue since 2016 but Airtel DOT is not doing anything. Shame on you to… https://t.co/KIKvxRkpsW,NSC,
1.01E+18,@Airtel_Presence 4G not working properly,NNW,
1.01E+18,"@reliancejio very bad connection quality I am getting from you both operators.@reliancejio @Airtel_Presence.
If you… https://t.co/Gv8NtMZI4v",NNW,
1.01E+18,"What @Airtel_Presence @airtelindia      promise &amp; what it delivers..
I am on 1199 plan supposed to get 90gb data bu… https://t.co/bK7b0W08zA",NNW,
1.01E+18,@Airtel_Presence @DoT_India Airtel is cheating and misleading to doing 4G advertisement even no 2G coverage near 2… https://t.co/pVEPkTLWL2,NNW,
1.01E+18,RT @saffrontrail: PSA- please DO NOT go with Airtel DTH at any cost. No connection since 13 days and no resolution despite wasting time cal…,NNW,
1.01E+18,"@Airtel_Presence 
Airtel is a good company but now a days i am struggle with airtel  due to  airtel customer becaus… https://t.co/rzwyzBYa4H",NSC,
